SMILES,CID (canonical),CDD_mol_ID,f_avg_IC50,f_avg_pIC50,f_curve_IC50,f_max_inhibition_reading,f_min_inhibition_reading,f_hill_slope,f_R2,f_concentration_uM,f_inhibition_list
O=C(CCl)N1CCN(C(c2ccccc2)c2ccccc2)CC1,SIM-SYN-f15aaa3a-1,75711626,1.9753874756434002,5.704347704073642,[1.9753874756434002],[100.7543],[27.278350000000003],[1.4405459620965773],[0.9597506602806802],"[[99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772]]","[[98.14517, 101.0882, 97.52689, 96.7355, 87.38716, 63.74428, 36.71324, 33.94337, 98.31828, 100.4204, 96.80969, 95.79572, 84.04847, 63.07654, 25.6832, 20.61333]]"
Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c1,WAR-XCH-79d12f6e-6,75711895,14.216485452019148,4.847207755044236,[14.21648545201915],[91.04736],[-6.39297565],[1.3341520534007103],[0.9513989705936671],"[[99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772]]","[[92.20972, 87.51082, 65.82169, 49.74651, 24.79288, 18.65958, -0.3833313, 15.84024, 89.885, 86.02695, 63.47224, 51.10671, 23.48213, 19.03054, -12.40262, -6.195128]]"
O=C(CCl)N1CCN(Cc2cccc3ccccc23)CC1,MED-COV-4280ac29-31,75710880,5.761792656917278,5.239442374236254,[5.761792656917278],[96.72313500000001],[10.955853],[1.2214702307713443],[0.9760137871513775],"[[99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772]]","[[96.26561, 96.68604, 85.77965, 74.15605, 54.37121, 33.32509, 14.35637, 17.99184, 95.59787, 96.76023, 86.17534, 75.49153, 48.11426, 32.43477, 7.555336, 4.513416]]"
O=C(CCl)N1CCN(Cc2cccc(Cl)c2)CC1,MED-COV-4280ac29-15,75710863,3.1374139819460565,5.503428172340635,"[3.972943422328925, 2.477600470922505]","[99.02312, 97.29974]","[10.040807999999998, 20.846249999999998]","[1.3285298955744376, 1.4018573304602788]","[0.9838921640204821, 0.9888673574899562]","[[99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772], [99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[97.97205, 98.8129, 92.3581, 84.12267, 67.15717, 42.92073, 21.67677, 16.75529, 98.02151, 99.23334, 91.56671, 83.10869, 63.67009, 38.37022, 14.08433, 3.326326], [96.02067, 96.13695, 94.54134, 92.1124, 82.31266, 51.48579, 30.80749, 23.61111, 95.99483, 98.46253, 95.87855, 93.72092, 83.21059, 51.10465, 27.45478, 18.08139]]"
Cn1nncc1CC(=O)NC(c1ccccc1)c1nc2ccccc2n1C,BAR-COM-4e090d3a-6,75708424,35.688684862569644,4.447469455615437,[35.688684862569644],[80.95709500000001],[-4.00643],[1.4049575255488012],[0.9549701146617816],"[[99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772]]","[[77.34636, 56.74539, 31.94015, 17.99184, 2.757512, 12.18004, 1.669346, 6.813404, 84.56783, 69.38296, 35.25411, 27.66168, 9.286509, 9.533819, -9.682206, -2.806974]]"
N#Cc1cccc(NC(=O)Nc2c[nH]c3ncccc23)c1,DAR-DIA-23aa0b97-11,75708844,63.55492520404373,4.1968507880516635,[63.554925204043705],[59.787310000000005],[-4.0929875000000004],[1.02447223384785],[0.9166699422345314],"[[99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772]]","[[58.60022, 42.20354, 23.21009, 14.60368, 3.870409, 7.975763, 4.933845, 10.42414, 60.9744, 51.2551, 24.99072, 24.8918, 8.965005, 8.618771, -13.11982, -3.548906]]"
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccccc2)CC1,MAT-POS-916a2c5a-4,75710852,27.524895063401082,4.560274328068208,[27.524895063401086],[77.02485],[1.3602075],[1.0010733512376546],[0.9688062640345234],"[[99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772]]","[[75.83776, 64.8819, 46.48201, 30.80252, 16.87894, 9.434896, 7.876839, 13.56498, 78.21194, 67.25609, 44.89922, 36.56486, 20.83591, 11.85854, -5.156424, -3.820947]]"
C=CC(=O)N(c1ccc(C2(C)CC2)cc1)C(C(=O)Nc1cccc(CC)c1)c1cccnc1,LON-WEI-d1c9908a-6,76326246,99.03000000000002,,[99],[36.911095],[-1.1870915000000002],[0.706679061962014],[0.7771663983349386],"[[99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772]]","[[34.46272, 34.6111, 14.87573, 20.2671, 8.049956, 2.163967, 7.827377, 16.03809, 39.35947, 37.33152, 13.3424, 16.58217, 6.368245, 7.110177, -10.20156, -5.675776]]"
CCC(C)(C)CCN(Cc1ccsc1)C(=O)Cn1nnc2ccccc21,RUT-UNI-630c5802-20,75711366,78.4579695851566,4.1053629351737575,[78.45796958515659],[47.681465],[-10.8074665],[0.8377313307969945],[0.7570844628208449],"[[99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772]]","[[44.42933, 43.88525, 28.08211, 26.0047, 13.88648, -28.25522, 8.470385, 14.23272, 50.9336, 50.2164, 28.65092, 22.023, 9.558551, 6.640287, -6.763942, -6.071473]]"
N#Cc1cccc(NC(=O)Nc2cncc(N)c2)c1,DAR-DIA-23aa0b97-8,75708859,54.27296398498777,4.265416459843516,[54.272963984987776],[63.23729],[1.3849385],[0.9450030604115591],[0.9369452093357596],"[[99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772]]","[[60.13354, 46.33362, 26.42513, 22.7402, 13.31767, 11.36392, 7.975763, 12.35316, 66.34104, 54.27229, 31.14876, 20.95956, 11.01768, 5.329541, -5.205886, -9.583282]]"
C=CC(=O)N(c1ccc(C2(C)CC2)cc1)C(C(=O)Nc1ccc(Br)cc1)c1cccnc1,LON-WEI-d1c9908a-11,76326239,83.65200055298044,4.07752366834497,[83.65200055298045],[55.79325],[-1.6940749999999998],[0.9380135598975428],[0.78678070849299],"[[99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772]]","[[53.13466, 37.43044, 1.125263, 16.75529, 11.33919, 12.3037, 10.81983, 13.78756, 58.45184, 44.4046, 24.8918, 18.90689, 12.3037, 7.65426, -0.4080623, -17.17571]]"
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-d1c9908a-3,76326243,99.03000000000002,,[99],[45.999755],[-11.042414999999998],[1.514992402214501],[0.45191775123321576],"[[99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772, 99.03, 49.52, 24.76, 12.38, 7.428, 2.476, 1.545, 0.772]]","[[42.05515, 32.5337, -43.06912, 8.59404, 10.62199, 15.02411, 8.816619, 8.544578, 49.94436, 42.20354, 20.98429, 17.47249, 10.39941, 2.658588, -3.771485, -16.06282]]"
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)Nc1ccc(OC)cc1OC)c1cccnc1,LON-WEI-adc59df6-45,76303059,6.4744077705757315,5.188799951375523,[6.4744077705757315],[78.08638],[34.8802],[0.3581734679080701],[0.47401403909529183],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[93.39533, 81.49747, 69.88335, 65.99306, 55.51387, 56.0309, 58.5971, 50.41299, 62.77743, 59.4546, 45.50126, 41.18853, 33.07377, 30.45082, 19.89597, 19.34741]]"
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,LON-WEI-adc59df6-47,76303061,2.958399096010086,5.528943238891058,[2.9583990960100857],[95.63367],[36.229510000000005],[0.6365872711780847],[0.8515525156701189],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[99.87074, 93.42686, 85.0536, 75.84174, 64.51135, 54.68789, 48.58449, 49.27806, 91.3966, 86.82535, 74.13934, 65.06621, 49.99054, 39.47352, 26.6425, 23.18096]]"
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cncc(Cl)c1,LON-WEI-adc59df6-53,76303068,65.5840093517116,4.183202037100938,[65.58400935171161],[57.418035],[-3.603407],[0.9712370108759268],[0.5812330134150372],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[83.42686, 67.46848, 45.14817, 37.21627, 22.36759, 18.87453, 8.653846, 7.361286, 31.40921, 24.70681, 7.859395, 3.307062, -5.003152, -6.327239, -15.86066, -14.22762]]"
O=C(CCl)N1CC2CC1CN2Cc1cccc(Cl)c1,DAN-LON-a5fc619e-8,75708796,2.1668874893559043,5.664163637835885,[2.1668874893559043],[90.19231500000001],[26.99243],[0.7886817916688902],[0.8890191571301238],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[101.012, 96.33354, 92.5, 85.59584, 79.05738, 58.86822, 46.93884, 34.28436, 79.37263, 78.05486, 77.8594, 76.7749, 74.72572, 54.47982, 36.08764, 19.7005]]"
O=C(CCl)N1CCN(Cc2cc(O)ccc2O)CC1,NEH-REV-107bcf72-5,75711031,37.40705629144931,4.427046466799955,[37.40705629144931],[76.61412],[-7.938211],[1.4463854134923686],[0.9370287903809593],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[87.18474, 66.81904, 43.64124, 27.0082, 5.110341, 0.8228247, -4.088903, -3.672762, 66.0435, 55.58323, 30.35624, 14.85183, 2.191047, -4.940101, -11.09395, -12.20366]]"
Cc1ccncc1NC(=O)CN(C)S(=O)(=O)c1cccc2cccnc12,GAB-REV-70cc3ca5-8,75709377,98.99999999999999,,[nan],[41.569985],[-15.1198],[1.8541248248533282],[0.7025052689082347],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[57.27301, 27.75851, 7.922446, -0.3562421, -9.90227, -9.227616, -12.42434, -5.740858, 25.86696, 17.94767, 1.081337, -7.020807, -13.93127, -5.507566, -17.81526, -12.71438]]"
CC1CN(Cc2cccc(Cl)c2)CCN1C(=O)CCl,MED-COV-4280ac29-13,75710861,7.73331386482561,5.111634363157571,[7.733313864825609],[88.69798],[2.99495605],[1.2921500996974566],[0.9854460763012458],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[88.98171, 84.5744, 80.98045, 70.45712, 48.95649, 18.52774, 7.424338, 5.040984, 88.41425, 89.76356, 82.85309, 68.09899, 48.77364, 19.46091, 6.339849, 0.9489281]]"
O=C(CCl)N1CCN(Cc2cc(Cl)cc(Cl)c2)CC1,PAU-UNI-8cdd41c7-1,75711180,1.889434295910922,5.723668205847767,[1.889434295910922],[88.682215],[25.570615],[0.9351190253642958],[0.9391873707567308],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[88.43947, 83.83669, 84.97163, 86.33985, 81.78121, 59.47352, 43.88714, 25.86065, 88.92496, 91.11917, 89.68159, 88.08638, 85.04099, 60.69672, 45.53279, 25.28058]]"
CS(=O)(=O)N1CCN(C(=O)CCl)CC1c1ccccc1,DUN-NEW-f8ce3686-22,75709253,10.562354385868,4.976239265246978,[10.562354385868],[88.76103],[0.3909205],[1.3437506365221374],[0.9902916965683414],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[87.95397, 86.71816, 79.45461, 60.40668, 38.7169, 13.61602, 7.386507, 3.433165, 89.56809, 87.70807, 76.80643, 54.0826, 36.08134, 11.49117, 3.111602, -2.651324]]"
CC(CCc1ccccc1)N1CCN(C(=O)CCl)CC1,MAK-UNK-af83ef51-2,75710634,20.270724456528594,4.693130729755416,[20.270724456528598],[86.39975000000001],[-4.3474145],[1.4989543613236325],[0.988930160455252],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[86.67403, 77.84679, 57.95397, 35.70303, 15.86066, 1.056116, -3.149432, -0.8165196, 86.12547, 80.74716, 59.4546, 33.98172, 17.8657, 2.184741, -5.545397, -4.889659]]"
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCc1ccccc1)c1cccnc1,LON-WEI-adc59df6-40,76303054,33.324066165790356,4.477242011898399,[33.324066165790356],[78.389025],[-6.901009],[1.3919856887179967],[0.9796856647078546],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[79.91488, 63.93127, 39.55548, 20.94893, 5.318411, 1.308323, -5.734552, 1.19483, 76.86317, 65.46343, 42.36759, 25.03468, 10.5517, 0.1040353, -8.067466, -6.78121]]"
O=C(Nc1cnccc1Cl)c1cc(Cl)ccc1O,CHR-SOS-7098f804-10,75708728,24.184515598768147,4.616462606844425,[24.184515598768144],[84.17717999999999],[-3.9817152499999997],[1.4034047729438797],[0.981526920489838],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[86.45965, 74.07629, 54.48613, 34.78247, 13.95019, 1.030895, -0.1860025, 2.127995, 81.89471, 72.21627, 49.2087, 28.5971, 13.68537, 1.4029, -7.777428, -8.880833]]"
O=C(CCl)N1CCN(Cc2cc(O)cc(Cl)c2)CC1,MAT-POS-2db6411e-2,76369892,12.918449083140029,4.888789622181815,[12.91844908314003],[89.49558999999999],[-3.2723834],[1.3967007369110396],[0.9875710525513907],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[90.40038, 87.39912, 74.00063, 54.34742, 32.80895, 11.97667, 2.8657, 0.5453972, 88.5908, 84.15195, 68.67276, 48.98802, 28.92497, 6.970366, -1.043506, -7.090164]]"
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCc1cccnc1)c1cccnc1,LON-WEI-adc59df6-28,76303040,49.86157555024027,4.302234002567815,[49.861575550240275],[68.02648500000001],[-7.462169],[1.31515561902206],[0.96907403741618],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[69.97793, 50.77869, 29.4546, 14.39155, 4.435687, -2.096469, -5.129256, -1.075032, 66.07504, 51.59206, 32.46217, 17.27932, 2.777427, -1.737074, -9.795082, -7.531526]]"
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCC)c1cccnc1,LON-WEI-adc59df6-30,76303043,45.490007175617016,4.342083994664206,[45.49000717561701],[73.38902999999999],[-7.585122],[1.4002964938570917],[0.9707296952559927],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[75.77869, 55.5454, 31.20744, 18.25031, 9.795082, 0.8984867, -5.040984, -1.421816, 70.99937, 52.15322, 28.42056, 12.78373, 5.633669, -3.029634, -10.12926, -10.87957]]"
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCc1ccc(F)cc1)c1cccnc1,LON-WEI-adc59df6-23,76303035,23.334775037922476,4.6319963816337575,[23.334775037922476],[82.39912],[-5.204918],[1.3349540247674303],[0.9829837242094671],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[84.24023, 73.44578, 53.72951, 31.37137, 14.75095, 7.373897, 0.1166456, -1.623581, 80.55801, 74.52396, 53.83039, 31.97667, 19.02585, 0.1607818, -5.747163, -8.786255]]"
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCOC)c1cccnc1,LON-WEI-adc59df6-26,76303038,55.777989342219364,4.253537145023673,[55.777989342219364],[66.91677],[-4.2528375],[1.383341589412426],[0.9825268426604221],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[69.3285, 47.56936, 25.49496, 12.58827, 4.845523, -3.212484, -2.581967, -1.598361, 64.50504, 46.85687, 26.09395, 11.30832, 2.266709, -3.24401, -4.278058, -6.907314]]"
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCC1CCCO1)c1cccnc1,LON-WEI-adc59df6-32,76303045,90.5004515688197,4.043349253796373,[90.50045156881973],[51.270489999999995],[-6.8284994999999995],[1.4042402732668626],[0.9339720974254198],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[53.67276, 31.13178, 17.0145, 7.531526, 4.322194, -2.916141, -4.467213, -2.203657, 48.86822, 33.6034, 13.74212, 1.661412, -3.199874, -7.455864, -9.189786, -11.00567]]"
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCCSC)c1cccnc1,LON-WEI-adc59df6-10,76303016,25.468075026835102,4.594003879410815,[25.468075026835105],[82.96028000000001],[-3.6065575],[1.3065088810556644],[0.9859983852605577],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[83.08638, 71.01829, 49.71312, 31.6488, 20.59584, 5.015763, 0.7471627, -1.447037, 82.83418, 72.36129, 46.15069, 30.52018, 12.41173, 1.787516, -6.566835, -5.766078]]"
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC)c1cccnc1,LON-WEI-adc59df6-3,76303042,35.708552992146366,4.447227748246275,[35.708552992146366],[79.2087],[-6.2578815],[1.4290865255473006],[0.9805692859548372],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[79.78878, 62.63241, 39.28436, 24.66267, 9.631147, 0.9867591, -1.604666, -4.044767, 78.62862, 62.04603, 34.25284, 18.57188, 5.595839, -2.884615, -7.216267, -8.470996]]"
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCSC)c1cccnc1,LON-WEI-adc59df6-17,76303028,20.161945162866054,4.695467570800558,[20.16194516286605],[83.976095],[7.173773000000001],[0.9531008682145841],[0.9623371535505258],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[87.83591, 75.72351, 54.58656, 44.52842, 32.23514, 18.21705, 11.31137, 13.0491, 80.11628, 70.55556, 46.21447, 35.17442, 17.90698, 12.09948, 3.036176, 5.219638]]"
Cc1ccc(S(=O)(=O)NC2CCN(C(=O)CCl)CC2)cc1,WAR-XCH-79d12f6e-4,75711893,33.541030244308466,4.474423601761344,[33.54103024430847],[81.00129],[1.2177004999999999],[1.2530456119453082],[0.9686755405643221],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[82.95866, 64.33463, 38.77907, 28.68863, 17.07364, 13.91473, 4.793282, 4.011628, 79.04392, 63.10077, 32.26098, 23.63695, 3.70155, 6.459948, -2.357881, 1.492248]]"
N#Cc1cc(CN2CCN(C(=O)CCl)CC2)c2ccccc2c1,DAR-DIA-fb20be43-6,75708978,4.606205937262608,5.336656649216463,[4.606205937262608],[95.82364],[10.6427665],[1.373081046646488],[0.9905410993023986],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[94.28941, 96.13695, 91.50517, 83.51421, 66.36951, 33.1783, 18.74677, 14.17959, 93.66925, 95.51033, 91.16279, 81.80878, 60.90439, 29.22481, 12.34496, 7.105943]]"
O=C(CCl)N1CCN(S(=O)(=O)C2=CC[SH]=C2)CC1,MAK-UNK-d4768348-1,76388307,1.6308433161215814,5.787587761959426,[1.6308433161215814],[94.82880499999999],[30.319765],[1.2037452445075527],[0.9824900348794692],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[93.44315, 95.23901, 94.05038, 95.00645, 88.60465, 64.22481, 45.76873, 31.06589, 92.96511, 94.4186, 93.0491, 93.44315, 88.32687, 61.66666, 45.80103, 29.57364]]"
O=C(CCl)N1CCCc2cc(NCc3ccc(F)cc3Cl)ccc21,MAT-POS-ee51dedd-3,76407517,19.263261972777347,4.715270169089744,[19.263261972777347],[80.277775],[-3.13630485],[1.1900158421580684],[0.9716716096689192],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[83.55943, 78.35917, 61.40181, 43.36563, 26.33075, 12.08656, 0.8333333, 2.293282, 76.99612, 74.69638, 56.77002, 39.45736, 18.23643, 4.089147, -7.105943, -3.73385]]"
O=C(Nc1cccnc1)c1cc(Cl)ccc1-c1ccccc1,CHR-SOS-7098f804-14,75708732,39.068781630212975,4.408170132146751,[39.068781630212975],[69.68023],[-6.970283],[1.13458420493925],[0.9542097241071195],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[74.30878, 60.07106, 40.2584, 30.70413, 10.5491, 7.803617, -2.971576, 2.015504, 65.05168, 59.0956, 34.21188, 22.84238, 7.945736, 0.4780362, -10.96899, -6.401809]]"
N#Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1,MAT-POS-ee51dedd-1,76407516,19.69161179219269,4.705718734658901,[19.691611792192685],[80.43604],[-1.2112404999999997],[1.1455773786628605],[0.9820910299179356],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[81.22092, 75.50388, 56.64083, 42.17054, 22.4677, 8.436692, 2.189922, 3.301033, 79.65116, 76.48579, 56.64729, 42.64858, 20.34884, 9.153747, -4.612403, 0.129199]]"
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-8f408cad-8,75710012,98.99999999999999,,[nan],[39.253875],[-7.564599],[1.1180137532536487],[0.9080167554024285],"[[99.0, 49.5, 24.8, 12.4, 6.19, 3.71, 1.24, 0.772, 99.0, 49.5, 24.8, 12.4, 6.19, 3.71, 1.24, 0.772]]","[[42.0478, 25.65891, 11.32429, 7.383721, -4.496124, 2.616279, -5.310077, 2.267442, 36.45995, 30.1938, 12.29328, 9.728682, 2.939276, 1.653747, -9.819121, -8.262274]]"
CC(NC(=O)CCl)c1cc(F)cc(Cl)c1,DAV-CRI-3edb475e-6,75709028,27.94383202184875,4.553714038027561,[27.943832021848753],[89.50988],[2.0222775],[1.634721807857107],[0.994710222876635],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[91.08913, 73.96056, 46.3251, 24.55942, 10.08344, 5.147233, 4.666471, 2.310176, 87.93063, 71.34432, 39.90469, 20.9509, 8.50139, 1.460456, 0.9182005, 1.734379]]"
Cc1cc(C)nc(NC2CCN(C(=O)CCl)CC2)n1,GIA-UNK-a79af1bc-1,75709459,27.55663992085115,4.559773738607522,[27.556639920851154],[92.657195],[1.242436],[1.8158394470301473],[0.9855450408190447],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[93.00379, 78.45793, 45.99528, 27.54741, 10.69836, 4.118626, 5.960617, 6.625858, 92.3106, 72.904, 37.74405, 15.79668, 6.765615, -1.633754, -0.778444, -0.2082373]]"
O=C(Nc1cccnc1)N(CCC1CCCCC1)c1cccc(Cl)c1,JOR-UNI-2fc98d0b-12,75709866,3.0566719642303646,5.514751166366755,[3.0566719642303646],[96.26291],[22.319119999999998],[0.9549919699982574],[0.993446639800721],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[96.49211, 95.3517, 90.73415, 80.98193, 69.14735, 41.32741, 38.50433, 22.52456, 96.03371, 94.92125, 89.16048, 78.98621, 67.47027, 41.15691, 36.27381, 22.11368]]"
CC(C)C[C@@H]1CN(C(=O)CCl)CCN1Cc1cccc(Cl)c1,DAN-LON-a5fc619e-3,75708791,0.7840061010173615,6.105680557688183,[0.7840061010173615],[100.54225],[49.933620000000005],[1.431619877400119],[0.9900553178107672],"[[99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773, 99.0, 49.5, 24.8, 12.4, 7.43, 2.48, 1.55, 0.773]]","[[101.051, 100.5395, 100.0894, 99.427, 98.77014, 78.86043, 72.85928, 48.96371, 100.0335, 100.1929, 99.72049, 98.87077, 98.99934, 84.42833, 73.04655, 50.90353]]"
