Molecule Name,CDD Number,SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Standard Deviation (×/÷),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Count,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg pIC50,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: LE avg IC50,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: LLE
CVD-0013856,,Fc1cccc(CCNC(=O)C(N(C(=O)c2ccco2)c2ccc(Oc3ccc(cc3)C(F)(F)F)c(c2)C#N)c2cccnc2)c1,> 99.5,> 99.5,,1,< 4.0,< 0.122,< -1.99
CVD-0013855,,Fc1cccc(CCNC(=O)C(N(C2CCCC(C2)c2ccc(F)c(F)c2)C(=O)c2ccco2)c2cccnc2)c1,> 99.5,> 99.5,,1,< 4.0,< 0.137,< -1.60
CVD-0013854,,COc1cc(C)ccc1N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,> 99.5,> 99.5,,1,< 4.0,< 0.156,< -0.112
CVD-0013853,,Fc1cccc(CCNC(=O)C(N(C(=O)c2ccco2)c2ccc(cc2)C#N)c2cccnc2)c1,10.4,10.4,,1,5,0.199,1.37
CVD-0013852,,CC(=O)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,56.3,56.3,,1,4.2,0.165,0.933
CVD-0013851,,COc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,30.5,30.5,,1,4.5,0.181,0.915
CVD-0013850,,Fc1cccc(CCNC(=O)C(N([C@H]2C[C@@H](C2)c2cc(F)cc(F)c2)C(=O)c2ccco2)c2cccnc2)c1,> 99.5,> 99.5,,1,< 4.0,< 0.144,< -0.715
CVD-0013849,,CSc1ccc(CN(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccco2)cc1C#N,54.9,54.9,,1,4.3,0.157,-0.0491
CVD-0013848,,Oc1ccc2CCCCc2c1CN(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,12.1,12.1,,1,4.9,0.177,-0.0559
CVD-0013847,,COc1ccc(cc1OCCO)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,> 99.5,> 99.5,,1,< 4.0,< 0.144,< 1.25
CVD-0013846,,COC(=O)CCSc1cc(Cl)ccc1N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,16.6,16.6,,1,4.8,0.163,0.0307
CVD-0013845,,Fc1cccc(CCNC(=O)C(N(C(=O)c2ccco2)c2ccc(cc2)-c2n[nH]c3CCOCc23)c2cccnc2)c1,43,43,,1,4.4,0.146,0.663
CVD-0013843,,COc1ccc(cc1NC(=O)C1CCCCC1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,62.7,62.7,,1,4.2,0.134,-0.75
CVD-0013842,,Fc1cccc(CCNC(=O)C(N(C(=O)c2ccco2)c2cccc(CSC3CCOCC3)c2)c2cccnc2)c1,> 99.5,> 99.5,,1,< 4.0,< 0.137,< -0.381
CVD-0013841,,CC(C)(C)c1cnc(s1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,3.94,3.94,,1,5.4,0.21,0.625
CVD-0013840,,CC(C)c1cc(ccc1C(F)(F)F)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,> 99.5,> 99.5,,1,< 4.0,< 0.140,< -1.88
CVD-0013839,,Fc1cccc(CCNC(=O)C(N(Cc2ccccc2C2CCC2)C(=O)c2ccco2)c2cccnc2)c1,1.93,1.93,,1,5.7,0.211,0.663
CVD-0013837,,COc1ccccc1N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,> 99.5,> 99.5,,1,< 4.0,< 0.160,< 0.401
CVD-0013836,,Fc1cccc(CCNC(=O)C(N(Cc2cc(cs2)C(F)(F)F)C(=O)c2ccco2)c2cccnc2)c1,> 99.5,> 99.5,,1,< 4.0,< 0.151,< -0.614
CVD-0013834,,Fc1cccc(CCNC(=O)C(N(C(=O)c2ccco2)c2ccc(cc2)C2CCCC2)c2cccnc2)c1,0.282,0.282,,1,6.6,0.241,1.12
CVD-0013833,,CCOC1CC2(CC2N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccco2)C1,> 99.5,> 99.5,,1,< 4.0,< 0.156,< 1.10
CVD-0013831,,Fc1cccc(CCNC(=O)C(N(Cc2ccccc2)C(=O)c2ccco2)c2cccnc2)c1,> 99.5,> 99.5,,1,< 4.0,< 0.165,< 0.177
CVD-0013830,,CC1CC(CCN(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccco2)CC(C)(C)C1,> 99.5,> 99.5,,1,< 4.0,< 0.147,< -1.45
CVD-0013828,,Nc1nn(C(=O)C2CCOc3ccc(Cl)cc23)c2cc(F)ccc12,> 99.5,> 99.5,,1,< 4.0,< 0.233,< 1.13
CVD-0013826,,Nc1cncc2N(CCCc12)C(=O)Cc1cccc(Cl)c1,41.4,32.5,1.41,2,4.5,0.299,2.54
CVD-0013826,,Nc1cncc2N(CCCc12)C(=O)Cc1cccc(Cl)c1,25.5,32.5,1.41,2,4.5,0.299,2.54
CVD-0013825,,Nc1nn(C(=O)Cc2cccc(Cl)c2)c2ccc(F)cc12,> 99.5,> 99.5,,1,< 4.0,< 0.267,< 1.04
CVD-0013813,CDD-2386177,Clc1ccc2OCC[C@]3(NC(=O)N(C3=O)c3cncc4ccccc34)c2c1,20.5,20.5,,1,4.7,0.243,2.14
CVD-0013697,,Nc1nn(C(=O)Cc2cccc(Cl)c2)c2cccc(F)c12,> 99.5,> 99.5,,1,< 4.0,< 0.267,< 1.04
CVD-0013696,,Nc1nn(C(=O)Cc2cccc(Cl)c2)c2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.280,< 1.18
CVD-0013695,,COc1ccc2n(nc(N)c2c1)C(=O)Cc1cccc(Cl)c1,> 99.5,> 99.5,,1,< 4.0,< 0.255,< 1.34
CVD-0013694,CDD-2386505,Clc1ccc2CCC=C(C(=O)Nc3cncc4ccccc34)c2c1,0.233,0.233,,1,6.6,0.387,2.18
CVD-0013693,CDD-2386060,Clc1cc(OC2CC(=O)N2)cc(c1)N(CCC1CCCCC1)C(=O)Nc1cncc2ccccc12,0.182,0.105,1.78,3,7,0.279,2.01
CVD-0013693,CDD-2386060,Clc1cc(OC2CC(=O)N2)cc(c1)N(CCC1CCCCC1)C(=O)Nc1cncc2ccccc12,0.109,0.105,1.78,3,7,0.279,2.01
CVD-0013693,CDD-2386060,Clc1cc(OC2CC(=O)N2)cc(c1)N(CCC1CCCCC1)C(=O)Nc1cncc2ccccc12,0.0578,0.105,1.78,3,7,0.279,2.01
CVD-0013692,,CC(C)Oc1cc(Cl)cc(c1)N(CCC1CCCCC1)C(=O)Nc1cnccc1C,24.6,24.6,,1,4.6,0.215,-1.37
CVD-0013691,,COc1ccc2c(N)nn(C(=O)Cc3cccc(Cl)c3)c2c1,> 99.5,> 99.5,,1,< 4.0,< 0.255,< 1.34
CVD-0013678,,[O-][N+](=O)c1ccc2N(Cc3ccccc3)C(=O)C(=O)c2c1,> 99.5,> 99.5,,1,< 4.0,< 0.267,< 1.52
CVD-0013677,,OC(=O)CN1C(=O)C(=O)c2cc(ccc12)[N+]([O-])=O,> 99.5,> 99.5,,1,< 4.0,< 0.311,< 3.77
CVD-0013676,,CCc1ccc2N(CC(O)=O)C(=O)C(=O)c2c1,> 99.5,> 99.5,,1,< 4.0,< 0.330,< 2.75
CVD-0013675,CDD-1649816,CC(C)CCN1C(=O)C(=O)c2cc(Br)ccc12,> 99.5,> 99.5,,1,< 4.0,< 0.330,< 0.807
CVD-0013674,,CCCCN1C(=O)C(=O)c2cc(Br)cc(C)c12,> 99.5,> 99.5,,1,< 4.0,< 0.330,< 0.580
CVD-0013673,,Cc1nc(CN2C(=O)C(=O)c3cc(Br)ccc23)cs1,> 99.5,> 99.5,,1,< 4.0,< 0.295,< 1.83
CVD-0013559,CDD-2385935,CN1CCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc12,0.443,0.443,,1,6.4,0.356,2.75
CVD-0013554,CDD-2386504,Clc1cccc(CN(C(=O)Cn2nnc3ccccc23)c2ccc(cc2)N2CCCCC2)c1,3.65,3.65,,1,5.4,0.231,-0.0501
CVD-0013553,,Clc1cccc(CN(C(=O)Cn2nnc3ccccc23)c2ccc(cc2)N2CCOCC2)c1,3.7,3.7,,1,5.4,0.23,1.01
CVD-0013552,,COc1ccc(cc1)N(Cc1cccc(Cl)c1)C(=O)Cn1nnc2ccccc12,1.14,1.14,,1,5.9,0.287,1.57
CVD-0013551,,Cc1ccc(cc1)N(Cc1cccc(Cl)c1)C(=O)Cn1nnc2ccccc12,2.33,2.33,,1,5.6,0.282,0.589
CVD-0013549,,CN(C)CCCN(Cc1cccs1)C(=O)Cc1cncc2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.216,< 1.26
CVD-0013548,CDD-2385930,O=C(Cc1cncc2ccccc12)N(CCC1CCCCC1)Cc1cccs1,9.86,9.86,,1,5,0.25,-0.135
CVD-0013519,,Clc1cccc(CC(=O)Nc2cncc3CCCc23)c1,5.16,5.16,,1,5.3,0.37,1.85
CVD-0013518,CDD-2385901,Clc1cccc2C(COc12)C(=O)Nc1cncc2ccccc12,4.76,4.76,,1,5.3,0.324,2.28
CVD-0013517,,Clc1cccc(CC(=O)Nc2nnc3ccccn23)c1,> 99.5,> 99.5,,1,< 4.0,< 0.280,< 1.84
CVD-0013509,CDD-2385893,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(c1)-c1nnc[nH]1,5.3,5.3,,1,5.3,0.284,2.91
CVD-0013500,,Clc1cccc(CC(=O)Nc2n[nH]c3ccncc23)c1,> 99.5,> 99.5,,1,< 4.0,< 0.280,< 1.80
CVD-0013499,,Clc1cccc(CC(=O)Nc2n[nH]c3ccnc(Br)c23)c1,> 99.5,> 99.5,,1,< 4.0,< 0.267,< 0.827
CVD-0013498,CDD-2385884,Clc1cccc(CC(=O)Nc2[nH]nc3cccnc23)c1,> 99.5,> 99.5,,1,< 4.0,< 0.280,< 1.42
CVD-0013497,,Fc1cccc2n[nH]c(NC(=O)Cc3cccc(Cl)c3)c12,> 99.5,> 99.5,,1,< 4.0,< 0.267,< 0.441
CVD-0013496,,Clc1cccc(CC(=O)Nc2cccc3cn[nH]c23)c1,> 99.5,> 99.5,,1,< 4.0,< 0.280,< 0.673
CVD-0013495,,Clc1cccc(CC(=O)Nc2n[nH]c3ccccc23)c1,> 99.5,> 99.5,,1,< 4.0,< 0.280,< 0.584
CVD-0013494,,Fc1ccc2c(NC(=O)Cc3cccc(Cl)c3)[nH]nc2c1,> 99.5,> 99.5,,1,< 4.0,< 0.267,< 0.441
CVD-0013493,,Fc1ccc2[nH]nc(NC(=O)Cc3cccc(Cl)c3)c2c1,> 99.5,> 99.5,,1,< 4.0,< 0.267,< 0.441
CVD-0013490,,Cc1nn(C)c2[nH]nc(NC(=O)Cc3cccc(Cl)c3)c12,> 99.5,> 99.5,,1,< 4.0,< 0.267,< 2.01
CVD-0013489,,Cc1cc(nc2n[nH]c(NC(=O)Cc3cccc(Cl)c3)c12)C(F)(F)F,> 99.5,> 99.5,,1,< 4.0,< 0.224,< -0.300
CVD-0013488,,Cc1ccn2cnnc2c1NC(=O)Cc1cccc(Cl)c1,75.3,75.3,,1,4.1,0.275,2.13
CVD-0013487,,COc1ccc2c(NC(=O)Cc3cccc(Cl)c3)[nH]nc2c1,> 99.5,> 99.5,,1,< 4.0,< 0.255,< 0.742
CVD-0013486,,COc1ccc2n[nH]c(NC(=O)Cc3cccc(Cl)c3)c2c1,> 99.5,> 99.5,,1,< 4.0,< 0.255,< 0.742
CVD-0013485,,COc1ccc2c(NC(=O)Cc3cccc(Cl)c3)noc2c1,> 99.5,> 99.5,,1,< 4.0,< 0.255,< 0.533
CVD-0013481,CDD-2385878,Clc1ccc2OCCC(C(=O)NC3CCNC(=O)C3)c2c1,(IC50 could not be calculated),,,,,,
CVD-0013477,CDD-2385874,Cc1cc(nc2n[nH]c(NC(=O)C3CCOc4ccc(Cl)cc34)c12)C(F)(F)F,26,26,,1,4.6,0.229,0.371
CVD-0013476,CDD-2385873,Clc1ccc2OCCC(C(=O)Nc3n[nH]c4ccncc34)c2c1,70.3,70.3,,1,4.2,0.253,2.04
CVD-0013475,,Clc1ccc2OCCC(C(=O)Nc3n[nH]c4ccnc(Br)c34)c2c1,> 99.5,> 99.5,,1,< 4.0,< 0.233,< 0.916
CVD-0013473,,Clc1ccc2OCCC(C(=O)Nc3cccc4cn[nH]c34)c2c1,> 99.5,> 99.5,,1,< 4.0,< 0.244,< 0.762
CVD-0013472,CDD-2385871,COc1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc34)[nH]nc2c1,> 99.5,> 99.5,,1,< 4.0,< 0.224,< 0.830
CVD-0013471,,Cc1ccn2cnnc2c1NC(=O)C1CCOc2ccc(Cl)cc12,> 99.5,> 99.5,,1,< 4.0,< 0.233,< 2.10
CVD-0013470,,COc1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc34)noc2c1,61.5,61.5,,1,4.2,0.236,0.83
CVD-0013469,CDD-2385870,Fc1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc34)[nH]nc2c1,(IC50 could not be calculated),,,,,,
CVD-0013468,CDD-2385869,COc1ccc2n[nH]c(NC(=O)C3CCOc4ccc(Cl)cc34)c2c1,(IC50 could not be calculated),,,,,,
CVD-0013467,CDD-2385868,Clc1ccc2OCCC(C(=O)Nc3[nH]nc4cccnc34)c2c1,> 99.5,> 99.5,,1,< 4.0,< 0.244,< 1.50
CVD-0013466,CDD-2385867,Fc1cccc2n[nH]c(NC(=O)C3CCOc4ccc(Cl)cc34)c12,> 99.5,> 99.5,,1,< 4.0,< 0.233,< 0.530
CVD-0013465,CDD-2385866,Fc1ccc2n[nH]c(NC(=O)C3CCOc4ccc(Cl)cc34)c2c1,(IC50 could not be calculated),,,,,,
CVD-0013457,CDD-2385858,Clc1ccc2OCCC(C(=O)Nc3cc[nH]c(=O)c3)c2c1,> 99.5,> 99.5,,1,< 4.0,< 0.267,< 2.85
CVD-0013422,CDD-2385823,Clc1ccc(Cl)c(CC(=O)Nc2cncc3ccccc23)c1,1.02,1.02,,1,6,0.381,1.97
CVD-0013421,CDD-2385822,Fc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,0.707,0.707,,1,6.2,0.391,2.59
CVD-0013375,,Clc1cccc(CC(=O)N[C@H]2CCNC2=O)c1,(IC50 could not be calculated),,,,,,
CVD-0013374,,CC1COCCN1CCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,> 99.5,> 99.5,,1,< 4.0,< 0.200,< 0.998
CVD-0013316,,Cn1cc(CN(C(=O)Cn2nnc3ccccc23)c2ccc(cc2)N2CCCCC2)cn1,> 99.5,> 99.5,,1,< 4.0,< 0.175,< 0.690
CVD-0013309,CDD-2385768,Clc1ccc2OCC[C@@H](C(=O)N(C(=O)C=C)c3cncc4ccccc34)c2c1,0.828,0.828,,1,6.1,0.304,2.36
CVD-0013297,CDD-2385757,Clc1cc(CC2CC(=O)N2)cc(CC(=O)Nc2cncc3ccccc23)c1,4.57,4.57,,1,5.3,0.277,2.69
CVD-0013296,,C[C@H]1COC2=C(C=C(Cl)C=C2)[C@H]1C(=O)NC1=C2C=CC=CC2=CN=C1,> 99.5,> 99.5,,1,< 4.0,< 0.224,< 0.304
CVD-0013295,,C[C@H]1COC2=C(C=C(Cl)C=C2)[C@@H]1C(=O)NC1=C2C=CC=CC2=CN=C1,0.169,0.169,,1,6.8,0.379,3.08
CVD-0013294,CDD-2386503,C[C@@H]1COC2=CC=C(Cl)C=C2[C@@H]1C(=O)NC1=CN=CC2=CC=CC=C12,1.71,1.71,,1,5.8,0.323,2.07
CVD-0013292,CDD-2385755,C[C@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,52.1,52.1,,1,4.3,0.24,0.534
CVD-0013291,CDD-2385754,C[C@@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,0.679,0.679,,1,6.2,0.345,2.42
CVD-0013289,CDD-2385752,Clc1ccc2N(Cc3cnc[nH]3)CCC(C(=O)Nc3cncc4ccccc34)c2c1,1.12,1.12,,1,6,0.278,2.83
CVD-0013279,CDD-2385742,Clc1ccc2OCCC(C(=O)NC3N=Nc4ccccc34)c2c1,> 99.5,> 99.5,,1,< 4.0,< 0.244,< 0.672
CVD-0013273,,O=C(N1CCN(CC1)c1ccccc1)c1cncc2ccccc12,5.45,5.45,,1,5.3,0.307,2.48
CVD-0013272,,COc1ccccc1NCCNC(=O)c1cc(=O)[nH]c2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.224,< 2.38
CVD-0013271,,COc1ccccc1OCCC(=O)Nc1cncc2ccccc12,> 99.5,> 96.5,1.04,2,< 4.0,< 0.234,< 1.44
CVD-0013271,,COc1ccccc1OCCC(=O)Nc1cncc2ccccc12,93.6,> 96.5,1.04,2,< 4.0,< 0.234,< 1.44
CVD-0013270,,COc1ccccc1OCCNC(=O)c1cncc2ccccc12,3.24,3.24,,1,5.5,0.32,3.18
CVD-0013267,,FC(F)(F)c1cccc(CN2CCN(CC2)C(=O)c2cc(=O)[nH]c3ccccc23)c1,34.2,34.2,,1,4.5,0.208,1.29
CVD-0013266,,Clc1cccc(CN2CCN(CC2)C(=O)c2cc(=O)[nH]c3ccccc23)c1,4.57,4.57,,1,5.3,0.277,2.44
CVD-0013265,,COc1cccc(CN2CCN(CC2)C(=O)c2cc(=O)[nH]c3ccccc23)c1,27.3,27.3,,1,4.6,0.228,2.42
CVD-0013263,,COc1ccccc1OC1CN(C1)C(=O)c1cc(=O)[nH]c2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.216,< 1.90
CVD-0013262,,COc1ccccc1NC1CN(C1)C(=O)c1cc(=O)[nH]c2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.216,< 2.27
CVD-0013260,,COc1ccccc1OC1CCN(C1)C(=O)c1cc(=O)[nH]c2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.208,< 1.84
CVD-0013258,CDD-148384,FC(F)(F)c1cccc(c1)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,3.8,3.8,,1,5.4,0.262,2.08
CVD-0013256,CDD-2324267,Clc1cccc(c1)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,2.16,2.16,,1,5.7,0.305,2.59
CVD-0013245,CDD-2385720,Clc1ccc2OCC[C@H](C(=O)N(C(=O)C=C)c3cncc4ccccc34)c2c1,1.45,1.45,,1,5.8,0.292,2.12
CVD-0013231,,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2n[nH]c3ccccc23)c1,> 99.5,> 99.5,,1,< 4.0,< 0.193,< -0.109
CVD-0013230,,Clc1cccc(c1)N(CCC1CCCCC1)C(=O)Cc1cncc2ccccc12,2.11,2.11,,1,5.7,0.274,-0.0909
CVD-0013229,,Clc1ccnc(CC(=O)Nc2cncc3ccccc23)c1,3.4,3.4,,1,5.5,0.365,2.88
CVD-0013228,CDD-2385706,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(Cc2ccn[nH]2)c1,5.04,5.04,,1,5.3,0.275,1.72
CVD-0013227,,Clc1ccc2OC[C@@H](Cc2c1)C(=O)Nc1cncc2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.233,< 0.513
CVD-0013226,,C[C@@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,19.5,19.5,,1,4.7,0.264,0.821
CVD-0013224,CDD-2385704,Clc1cccc(CC(=O)Nc2cncc3NCCCc23)c1,7.27,7.27,,1,5.1,0.343,2.75
CVD-0013222,CDD-2385702,Clc1cccc(CC(=O)Nc2cncc3ccccc23)n1,40.7,40.7,,1,4.4,0.293,1.58
CVD-0013218,,CNC(=O)Nc1ccc(cc1)N(Cc1ccsc1)C(=O)Cn1nnc2ccccc12,1.42,1.42,,1,5.8,0.273,3.01
CVD-0013216,,CN(C)c1ccc(cc1)N(Cc1ccsc1)C(=O)Cc1cncc2ccccc12,0.285,0.285,,1,6.5,0.316,2.25
CVD-0013213,,Clc1ccc2OCCC(CCC3CC3)(C(=O)Nc3cncc4ccccc34)c2c1,40.7,40.7,,1,4.4,0.212,-0.656
CVD-0013212,CDD-2386502,Clc1ccc2NCCC(C(=O)Nc3cncc4ccccc34)c2c1,0.259,0.259,,1,6.6,0.384,3.62
CVD-0013211,CDD-2386501,Clc1ccc2CCCC(C(=O)Nc3cncc4ccccc34)c2c1,0.324,0.324,,1,6.5,0.379,2.03
CVD-0013210,CDD-2386500,C[C@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,0.284,0.284,,1,6.5,0.367,2.66
CVD-0013209,,Clc1ccc2OC[C@H](Cc2c1)C(=O)Nc1cncc2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.233,< 0.513
CVD-0013209,,Clc1ccc2OC[C@H](Cc2c1)C(=O)Nc1cncc2ccccc12,> 7.46,> 99.5,,1,< 4.0,< 0.233,< 0.513
CVD-0013208,,C[C@@H]1COc2ccc(Cl)cc2[C@H]1C(=O)Nc1cncc2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.224,< 0.304
CVD-0013205,CDD-2385693,Cc1c(Cl)ccc2OCC[C@@H](C(=O)Nc3cncc4ccccc34)c12,3.67,3.67,,1,5.4,0.304,1.59
CVD-0013204,CDD-2385692,COc1cc(Cl)cc2[C@@H](CCOc12)C(=O)Nc1cncc2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.216,< 0.827
CVD-0013200,CDD-2385688,C[C@H]1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,20.1,20.1,,1,4.7,0.263,0.948
CVD-0013199,CDD-2385687,C[C@@H]1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,0.231,0.231,,1,6.6,0.372,2.89
CVD-0013197,,Brc1ccc2OCCC(C(=O)Nc3cncc4ccccc34)c2c1,0.851,0.851,,1,6.1,0.354,2.57
CVD-0013196,,C[C@@H](OC(F)F)C(=O)Nc1cnccc1C,(IC50 could not be calculated),,,,,,
CVD-0013195,,Clc1cc2CCOc2c(CC(=O)Nc2cncc3ccccc23)c1,1.87,1.45,1.43,2,5.8,0.341,2.54
CVD-0013195,,Clc1cc2CCOc2c(CC(=O)Nc2cncc3ccccc23)c1,1.13,1.45,1.43,2,5.8,0.341,2.54
CVD-0013194,,Cc1ccncc1NC(=O)[C@@H]1CCOc2ccc(Cl)cc12,> 99.5,> 99.5,,1,< 4.0,< 0.267,< 1.15
CVD-0013193,,Cc1ccncc1NC(=O)[C@H]1CCOc2ccc(Cl)cc12,4.95,4.95,,1,5.3,0.354,2.45
CVD-0013192,CDD-2386507,Clc1ccc2OCC[C@@H](C(=O)Nc3cncc4ccccc34)c2c1,0.255,0.19,1.52,2,6.7,0.392,3.39
CVD-0013192,CDD-2386507,Clc1ccc2OCC[C@@H](C(=O)Nc3cncc4ccccc34)c2c1,0.141,0.19,1.52,2,6.7,0.392,3.39
CVD-0013191,,Clc1ccc2OCC[C@H](C(=O)Nc3cncc4ccccc34)c2c1,> 49.8,> 49.8,,1,< 4.3,< 0.251,< 0.970
CVD-0013190,,Clc1cccc(CC(=O)Nn2nnc3ccccc23)c1,5.8,5.8,,1,5.2,0.367,2.76
CVD-0013168,,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cn[nH]c1,5.83,5.83,,1,5.2,0.198,0.687
CVD-0013167,,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccc(Cl)o1,0.315,0.315,,1,6.5,0.24,0.879
CVD-0013166,,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,0.292,0.292,,1,6.5,0.247,2.49
CVD-0013165,,CC(C)(C)c1ccc(cc1)N([C@@H](C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,15.6,15.6,,1,4.8,0.182,-0.498
CVD-0013164,,CC(C)(C)c1ccc(cc1)N([C@H](C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,0.0987,0.1,1.02,2,7,0.265,1.69
CVD-0013164,,CC(C)(C)c1ccc(cc1)N([C@H](C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,0.102,0.1,1.02,2,7,0.265,1.69
CVD-0013146,CDD-2385615,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S(O)(=O)=O,0.0926,0.0301,4.91,2,7.5,0.319,8.07
CVD-0013146,CDD-2385615,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S(O)(=O)=O,< 0.0500,0.0301,4.91,2,7.5,0.319,8.07
CVD-0013146,CDD-2385615,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S(O)(=O)=O,0.00976,0.0301,4.91,2,7.5,0.319,8.07
CVD-0013146,CDD-2385615,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S(O)(=O)=O,< 0.0500,0.0301,4.91,2,7.5,0.319,8.07
CVD-0013139,CDD-2385576,S(c1nnc(o1)-c1cccs1)c1cc(nc2ncnn12)-c1ccccc1,0.221,0.221,,1,6.7,0.358,2.66
CVD-0013138,CDD-1428669,Cc1ccccc1NC(=O)CC1SC(=O)N(C1=O)c1ccccc1,0.443,0.443,,1,6.4,0.371,2.87
CVD-0013137,CDD-2385546,CCOC(=O)c1ccc(NC(=O)CC2SC(=O)N(C2=O)c2ccccc2)cc1,2.4,2.4,,1,5.6,0.281,2.29
CVD-0013136,CDD-2385545,Cc1cc(C)c(C#N)c(Sc2ncnc3n(Cc4ccccc4)nnc23)n1,0.649,0.649,,1,6.2,0.321,1.93
CVD-0013134,CDD-2385544,O=C(c1cccs1)n1ncc(C#N)c1C1CC1,3.24,3.24,,1,5.5,0.452,3.65
CVD-0013133,CDD-2385549,[O-][N+](=O)c1cnc(Sc2ccccc2NC(=O)Nc2cccc(c2)C(F)(F)F)s1,6.26,6.26,,1,5.2,0.251,-0.431
CVD-0013132,CDD-2385550,[O-][N+](=O)c1cnc(Sc2nnc(o2)-c2ccc(Cl)cc2)s1,0.881,0.881,,1,6.1,0.404,2.15
CVD-0013131,CDD-2335506,COC(=O)c1c(C)nn(C(=O)c2cccs2)c1-c1snnc1C,5.72,5.72,,1,5.2,0.319,3.46
CVD-0013130,CDD-2385551,CC(C)(C)c1ccc(cc1)-c1nnc(Sc2cnc(s2)[N+]([O-])=O)o1,2.38,4.16,2.21,2,5.4,0.314,0.534
CVD-0013130,CDD-2385551,CC(C)(C)c1ccc(cc1)-c1nnc(Sc2cnc(s2)[N+]([O-])=O)o1,7.29,4.16,2.21,2,5.4,0.314,0.534
